date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:57:23	15557/15557	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Apr%202022%2006:27:22%20GMT	https://jpmachado.art/en/portfolio/	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/en/portfolio/index.html	(from https://jpmachado.art/)
11:57:24	11971/11971	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Apr%202022%2006:27:22%20GMT	https://jpmachado.art/en/blog/	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/en/blog/index.html	(from https://jpmachado.art/)
11:57:24	15557/15557	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Apr%202022%2006:27:22%20GMT	https://jpmachado.art/en/portfolio	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/en/portfolio.html	(from https://jpmachado.art/)
11:57:24	12022/12022	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Apr%202022%2006:27:22%20GMT	https://jpmachado.art/en/about/	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/en/about/index.html	(from https://jpmachado.art/)
11:57:24	8925/8925	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Apr%202022%2006:27:22%20GMT	https://jpmachado.art/en/contact/	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/en/contact/index.html	(from https://jpmachado.art/)
11:57:25	84347/84347	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2004%20Sep%202015%2015:16:56%20GMT	https://jpmachado.art/assets/js/jquery.min.js	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/assets/js/jquery.min.js	(from https://jpmachado.art/)
11:57:25	20493/20493	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2016%20Mar%202018%2001:07:44%20GMT	https://jpmachado.art/assets/js/scripts.js	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/assets/js/scripts.js	(from https://jpmachado.art/)
11:57:25	6832/6832	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2011%20Apr%202016%2013:54:34%20GMT	https://jpmachado.art/libs/bootstrap-validator/validator.min.js	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/libs/bootstrap-validator/validator.min.js	(from https://jpmachado.art/)
11:57:25	240899/240899	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2004%20Aug%202017%2014:02:42%20GMT	https://jpmachado.art/assets/js/plugins.js	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/assets/js/plugins.js	(from https://jpmachado.art/)
11:57:25	1186/1186	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2011%20Jul%202018%2021:17:04%20GMT	https://jpmachado.art/libs/ajaxform/ajaxform.js	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/libs/ajaxform/ajaxform.js	(from https://jpmachado.art/)
11:57:26	228/228	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2015%20Mar%202018%2016:23:16%20GMT	https://jpmachado.art/admin_jpmachado/modules/languages/languages.js	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/admin_jpmachado/modules/languages/languages.js	(from https://jpmachado.art/)
11:57:27	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2003%20Nov%202016%2015:08:04%20GMT	https://jpmachado.art/assets/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/assets/fonts/fontawesome-webfont3e6e.eot	(from https://jpmachado.art/assets/css/plugins.css)
11:57:28	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2003%20Nov%202016%2015:08:04%20GMT	https://jpmachado.art/assets/fonts/fontawesome-webfont.eot?	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/assets/fonts/fontawesome-webfontd41d.eot	(from https://jpmachado.art/assets/css/plugins.css)
11:57:28	77160/77160	---M--	200	added ('OK')	font/woff2	date:Thu,%2003%20Nov%202016%2015:08:04%20GMT	https://jpmachado.art/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/assets/fonts/fontawesome-webfont3e6e.woff2	(from https://jpmachado.art/assets/css/plugins.css)
11:57:28	98024/98024	---M--	200	added ('OK')	font/woff	date:Thu,%2003%20Nov%202016%2015:08:04%20GMT	https://jpmachado.art/assets/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/assets/fonts/fontawesome-webfont3e6e.woff	(from https://jpmachado.art/assets/css/plugins.css)
11:57:29	2760/2760	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2013%20Jan%202016%2009:24:28%20GMT	https://jpmachado.art/assets/fonts/lg.eot?n1z373	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/assets/fonts/lgd641.eot	(from https://jpmachado.art/assets/css/plugins.css)
11:57:29	2760/2760	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2013%20Jan%202016%2009:24:28%20GMT	https://jpmachado.art/assets/fonts/lg.eot?	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/assets/fonts/lgd41d.eot	(from https://jpmachado.art/assets/css/plugins.css)
11:57:29	2692/2692	---M--	200	added ('OK')	font/woff	date:Wed,%2013%20Jan%202016%2009:24:28%20GMT	https://jpmachado.art/assets/fonts/lg.woff?n1z373	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/assets/fonts/lgd641.woff	(from https://jpmachado.art/assets/css/plugins.css)
11:57:30	2616/2616	---M--	200	added ('OK')	font/ttf	date:Wed,%2013%20Jan%202016%2009:24:28%20GMT	https://jpmachado.art/assets/fonts/lg.ttf?n1z373	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/assets/fonts/lgd641.ttf	(from https://jpmachado.art/assets/css/plugins.css)
11:57:30	165548/165548	---M--	200	added ('OK')	font/ttf	date:Thu,%2003%20Nov%202016%2015:08:04%20GMT	https://jpmachado.art/assets/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/assets/fonts/fontawesome-webfont3e6e.ttf	(from https://jpmachado.art/assets/css/plugins.css)
11:57:30	4094/4094	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2013%20Jan%202016%2009:24:28%20GMT	https://jpmachado.art/assets/fonts/lg.svg?n1z373	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/assets/fonts/lgd641.svg	(from https://jpmachado.art/assets/css/plugins.css)
11:57:30	236/236	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Apr%202022%2006:27:29%20GMT	https://jpmachado.art/assets/img/vimeo-play.png	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/assets/img/vimeo-play.png	(from https://jpmachado.art/assets/css/plugins.css)
11:57:30	236/236	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Apr%202022%2006:27:29%20GMT	https://jpmachado.art/assets/img/video-play.png	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/assets/img/video-play.png	(from https://jpmachado.art/assets/css/plugins.css)
11:57:30	444379/444379	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2003%20Nov%202016%2015:08:04%20GMT	https://jpmachado.art/assets/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/assets/fonts/fontawesome-webfont3e6e.svg	(from https://jpmachado.art/assets/css/plugins.css)
11:57:31	236/236	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Apr%202022%2006:27:29%20GMT	https://jpmachado.art/assets/img/youtube-play.png	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/assets/img/youtube-play.png	(from https://jpmachado.art/assets/css/plugins.css)
11:57:31	236/236	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Apr%202022%2006:27:30%20GMT	https://jpmachado.art/assets/images/loading.gif	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/assets/images/loading.gif	(from https://jpmachado.art/assets/css/plugins.css)
11:57:31	1319/1319	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Aug%202017%2015:09:44%20GMT	https://jpmachado.art/assets/images/separator2.png	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/assets/images/separator2.png	(from https://jpmachado.art/assets/css/style.css)
11:57:32	3103/3103	---M--	200	added ('OK')	image/png	date:Mon,%2031%20Jul%202017%2019:20:54%20GMT	https://jpmachado.art/assets/images/separator.png	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/assets/images/separator.png	(from https://jpmachado.art/assets/css/style.css)
11:57:32	73196/73196	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Mar%202018%2002:37:30%20GMT	https://jpmachado.art/assets/images/bg-juan-pablo-machado-about.jpg	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/assets/images/bg-juan-pablo-machado-about.jpg	(from https://jpmachado.art/en/about/)
11:57:33	105447/105447	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Apr%202020%2021:02:23%20GMT	https://jpmachado.art/assets/images/juan-pablo-machado-2d-animator-freelance.png	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/assets/images/juan-pablo-machado-2d-animator-freelance.png	(from https://jpmachado.art/en/about/)
11:57:33	25483/25483	---M--	200	added ('OK')	image/jpeg	date:Fri,%2016%20Mar%202018%2001:56:58%20GMT	https://jpmachado.art/content/uploads/video_juan-pablo-machado-animation-demo-reel.jpg	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/content/uploads/video_juan-pablo-machado-animation-demo-reel.jpg	(from https://jpmachado.art/en/portfolio/)
11:57:34	59920/59920	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Feb%202018%2003:35:26%20GMT	https://jpmachado.art/content/uploads/juan-pablo-machado-character-design-sos_mail.jpg	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/content/uploads/juan-pablo-machado-character-design-sos_mail.jpg	(from https://jpmachado.art/en/portfolio/)
11:57:34	55699/55699	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Feb%202018%2003:35:26%20GMT	https://jpmachado.art/content/uploads/juan-pablo-machado-character-design-sos_thieves.jpg	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/content/uploads/juan-pablo-machado-character-design-sos_thieves.jpg	(from https://jpmachado.art/en/portfolio/)
11:57:34	100907/100907	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Feb%202018%2003:35:26%20GMT	https://jpmachado.art/content/uploads/juan-pablo-machado-profesional-work-chilledcow.jpg	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/content/uploads/juan-pablo-machado-profesional-work-chilledcow.jpg	(from https://jpmachado.art/en/portfolio/)
11:57:35	176016/176016	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Feb%202018%2003:35:28%20GMT	https://jpmachado.art/content/uploads/juan-pablo-machado-profesional-work-instrumentalsupply.jpg	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/content/uploads/juan-pablo-machado-profesional-work-instrumentalsupply.jpg	(from https://jpmachado.art/en/portfolio/)
11:57:35	93413/93413	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Feb%202018%2003:35:26%20GMT	https://jpmachado.art/content/uploads/juan-pablo-machado-character-design-titus-and-seneca.jpg	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/content/uploads/juan-pablo-machado-character-design-titus-and-seneca.jpg	(from https://jpmachado.art/en/portfolio/)
11:57:35	90906/90906	---M--	200	added ('OK')	image/jpeg	date:Fri,%2016%20Mar%202018%2001:57:56%20GMT	https://jpmachado.art/content/uploads/video_juan-pablo-machado-animation-petits-trains.jpg	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/content/uploads/video_juan-pablo-machado-animation-petits-trains.jpg	(from https://jpmachado.art/en/portfolio/)
11:57:36	37034/37034	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Feb%202018%2003:35:26%20GMT	https://jpmachado.art/content/uploads/juan-pablo-machado-profesional-work-chilledcow_cd.jpg	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/content/uploads/juan-pablo-machado-profesional-work-chilledcow_cd.jpg	(from https://jpmachado.art/en/portfolio/)
11:57:36	57552/57552	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Feb%202018%2003:35:26%20GMT	https://jpmachado.art/content/uploads/juan-pablo-machado-character-design-mongol-warrior.jpg	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/content/uploads/juan-pablo-machado-character-design-mongol-warrior.jpg	(from https://jpmachado.art/en/portfolio/)
11:57:37	110519/110519	---M--	200	added ('OK')	image/jpeg	date:Fri,%2016%20Mar%202018%2001:57:42%20GMT	https://jpmachado.art/content/uploads/video_juan-pablo-machado-animation-ou-est-mon-doudou.jpg	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/content/uploads/video_juan-pablo-machado-animation-ou-est-mon-doudou.jpg	(from https://jpmachado.art/en/portfolio/)
11:57:37	57570/57570	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Mar%202018%2002:34:08%20GMT	https://jpmachado.art/assets/images/bg-juan-pablo-machado-blog.jpg	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/assets/images/bg-juan-pablo-machado-blog.jpg	(from https://jpmachado.art/en/blog/)
11:57:38	11971/11971	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Apr%202022%2006:27:36%20GMT	https://jpmachado.art/en/blog/tags/portfolio	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/en/blog/tags/portfolio.html	(from https://jpmachado.art/en/blog/)
11:57:38	81577/81577	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Jul%202018%2002:26:56%20GMT	https://jpmachado.art/content/uploads/storyboard-design-for-rapunzel-20180706052655.jpg	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/content/uploads/storyboard-design-for-rapunzel-20180706052655.jpg	(from https://jpmachado.art/en/blog/)
11:57:38	179955/179955	---M--	200	added ('OK')	image/jpeg	date:Thu,%2025%20Apr%202019%2013:46:30%20GMT	https://jpmachado.art/content/uploads/plan20-17145126_portfolio.jpg	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/content/uploads/plan20-17145126_portfolio.jpg	(from https://jpmachado.art/en/portfolio/)
11:57:38	8940/8940	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Apr%202022%2006:27:36%20GMT	https://jpmachado.art/en/blog/tags/storyboard	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/en/blog/tags/storyboard.html	(from https://jpmachado.art/en/blog/)
11:57:39	8940/8940	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Apr%202022%2006:27:37%20GMT	https://jpmachado.art/en/blog/tags/review	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/en/blog/tags/review.html	(from https://jpmachado.art/en/blog/)
11:57:39	236/236	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Apr%202022%2006:27:38%20GMT	https://jpmachado.art/en/blog/tags/	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/en/blog/tags/index.html	(from https://jpmachado.art/en/blog/)
11:57:39	10772/10772	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Apr%202022%2006:27:38%20GMT	https://jpmachado.art/en/blog/post/storyboard-design-for-rapunzel	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/en/blog/post/storyboard-design-for-rapunzel.html	(from https://jpmachado.art/en/blog/)
11:57:40	8862/8862	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Apr%202022%2006:27:38%20GMT	https://jpmachado.art/en/blog/tags/character+design	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/en/blog/tags/character+design.html	(from https://jpmachado.art/en/blog/)
11:57:40	112209/112209	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Jul%202018%2002:26:40%20GMT	https://jpmachado.art/content/uploads/character-design-project-the-police-20180706052639.jpg	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/content/uploads/character-design-project-the-police-20180706052639.jpg	(from https://jpmachado.art/en/blog/)
11:57:40	12014/12014	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Apr%202022%2006:27:39%20GMT	https://jpmachado.art/en/blog/post/character-design-project-the-police	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/en/blog/post/character-design-project-the-police.html	(from https://jpmachado.art/en/blog/)
11:57:41	9093/9093	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Apr%202022%2006:27:40%20GMT	https://jpmachado.art/en/blog/tags/making+of	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/en/blog/tags/making+of.html	(from https://jpmachado.art/en/blog/)
11:57:42	100907/100907	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Jul%202018%2002:27:10%20GMT	https://jpmachado.art/content/uploads/making-of-a-2d-animation-for-chilledcow-20180706052709.jpg	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/content/uploads/making-of-a-2d-animation-for-chilledcow-20180706052709.jpg	(from https://jpmachado.art/en/blog/)
11:57:42	9093/9093	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Apr%202022%2006:27:40%20GMT	https://jpmachado.art/en/blog/tags/projects	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/en/blog/tags/projects.html	(from https://jpmachado.art/en/blog/)
11:57:42	9093/9093	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Apr%202022%2006:27:41%20GMT	https://jpmachado.art/en/blog/tags/chilledcow	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/en/blog/tags/chilledcow.html	(from https://jpmachado.art/en/blog/)
11:57:43	11169/11169	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Apr%202022%2006:27:41%20GMT	https://jpmachado.art/en/blog/post/making-of-a-2d-animation-for-chilledcow	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/en/blog/post/making-of-a-2d-animation-for-chilledcow.html	(from https://jpmachado.art/en/blog/)
11:57:44	63454/63454	---M--	200	added ('OK')	image/jpeg	date:Fri,%2016%20Mar%202018%2022:08:16%20GMT	https://jpmachado.art/assets/images/bg-juan-pablo-machado-contact.jpg	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/assets/images/bg-juan-pablo-machado-contact.jpg	(from https://jpmachado.art/en/contact/)
11:57:46	112209/112209	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Jul%202018%2023:27:48%20GMT	https://jpmachado.art/content/uploads/character-design-project-the-police-20180706052639-11192748_posts-4.jpg	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/content/uploads/character-design-project-the-police-20180706052639-11192748_posts-4.jpg	(from https://jpmachado.art/en/blog/post/character-design-project-the-police)
11:57:46	106430/106430	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Jul%202018%2023:27:47%20GMT	https://jpmachado.art/content/uploads/juan-pablo-machado-character-design-police-02-11192747_posts-4.jpg	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/content/uploads/juan-pablo-machado-character-design-police-02-11192747_posts-4.jpg	(from https://jpmachado.art/en/blog/post/character-design-project-the-police)
11:57:47	112209/112209	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Jul%202018%2023:27:47%20GMT	https://jpmachado.art/content/uploads/juan-pablo-machado-character-design-police-01-11192747_posts-4.jpg	C:/Users/91828/Desktop/New%20folder/portfolio/jpmachado.art/content/uploads/juan-pablo-machado-character-design-police-01-11192747_posts-4.jpg	(from https://jpmachado.art/en/blog/post/character-design-project-the-police)
